datetime,Ta,RH,WS,P,Kd,Ld
16/01/2011 23:30,17.5,66,5,1012.4,0,369.053
17/01/2011 0:00,17.3,65,4.722222222,1012.5,0,347.0586667
17/01/2011 0:30,16.8,66,4.722222222,1012.3,0,318.037
17/01/2011 1:00,16.6,66,4.722222222,1012.1,0,330.1693333
17/01/2011 1:30,15.4,69,3.611111111,1012.1,0,330.6416667
17/01/2011 2:00,15.1,72,3.611111111,1011.9,0,319.4053333
17/01/2011 2:30,14.8,72,3.055555556,1011.7,0,328.8346667
17/01/2011 3:00,13.9,75,2.5,1011.6,0,351.0463333
17/01/2011 3:30,14.1,76,2.222222222,1011.8,0,371.8856667
17/01/2011 4:00,15.3,72,2.222222222,1011.8,0,372.6156667
17/01/2011 4:30,15.6,70,2.5,1012.1,0,356.4826667
17/01/2011 5:00,15.9,67,3.611111111,1012.3,2.720666667,357.4123333
17/01/2011 5:30,16.4,62,4.722222222,1012.4,17.585,368.667
17/01/2011 6:00,16.5,60,4.166666667,1012.7,51.58633333,369.4716667
17/01/2011 6:30,17,59,3.611111111,1013,84.14333333,375.706
17/01/2011 7:00,17.6,56,3.611111111,1013.3,98.303,380.9266667
17/01/2011 7:30,18.1,57,4.722222222,1013.6,136.5013333,381.459
17/01/2011 8:00,18.3,59,3.611111111,1013.8,145.0336667,383.7676667
17/01/2011 8:30,18.4,59,4.722222222,1014.1,194.9923333,383.529
17/01/2011 9:00,18.6,58,3.611111111,1014.1,300.0236667,383.529
17/01/2011 9:30,18.9,57,5.833333333,1014,448.3153333,382.1863333
17/01/2011 10:00,19.8,58,5,1013.8,485.7373333,382.963
17/01/2011 10:30,19.9,55,6.111111111,1013.7,705.848,365.2513333
17/01/2011 11:00,20.1,55,5.833333333,1013.5,785.804,356.146
17/01/2011 11:30,21.5,47,5,1013.3,980.188,344.7056667
17/01/2011 12:00,21.6,51,6.666666667,1013,1054.967333,332.447
17/01/2011 12:30,21.4,49,7.222222222,1012.7,1109.186667,332.6596667
17/01/2011 13:00,22.6,52,6.666666667,1012.3,1103.464333,331.97
17/01/2011 13:30,21.8,52,7.222222222,1012.3,1041.021,332.3196667
17/01/2011 14:00,22.9,49,6.666666667,1012.1,983.2706667,329.6643333
17/01/2011 14:30,23.1,50,7.777777778,1011.7,924.9083333,328.222
17/01/2011 15:00,23.5,50,7.777777778,1011.4,849.1476667,327.7966667
17/01/2011 15:30,23.2,48,7.777777778,1011.2,760.7116667,327.921
17/01/2011 16:00,22.3,49,9.166666667,1010.9,663.7623333,327.9846667
17/01/2011 16:30,22.2,49,8.611111111,1010.7,559.822,326.0333333
17/01/2011 17:00,22.6,51,8.333333333,1010.6,449.3833333,324.5246667
17/01/2011 17:30,22.1,48,8.333333333,1010.8,335.5956667,324.4186667
17/01/2011 18:00,21.6,49,8.333333333,1011,223.868,323.926
17/01/2011 18:30,21,51,6.666666667,1011.2,141.642,343.238
17/01/2011 19:00,20.1,53,6.111111111,1011.8,39.40133333,352.8693333
17/01/2011 19:30,18.7,57,6.111111111,1012.2,2.718666667,339.2413333
17/01/2011 20:00,17.6,58,6.666666667,1012.6,0.04,358.0846667
17/01/2011 20:30,17.2,60,5.833333333,1012.5,0,321.12
17/01/2011 21:00,16.8,61,6.111111111,1012.5,0,307.6833333
17/01/2011 21:30,16,65,3.611111111,1012.8,0,318.806
17/01/2011 22:00,15.4,64,3.611111111,1012.9,0,333.0786667
17/01/2011 22:30,14.3,69,3.055555556,1012.9,0,341.8823333
17/01/2011 23:00,13.8,72,3.055555556,1012.8,0,354.7296667
17/01/2011 23:30,14.4,72,2.5,1012.8,0,353.325
18/01/2011 0:00,15.1,71,2.5,1012.4,0,334.7503333
18/01/2011 0:30,14.1,72,2.222222222,1012.2,0,316.5673333
18/01/2011 1:00,13.7,74,0.555555556,1012.3,0,346.0393333
18/01/2011 1:30,13.8,77,0,1012.4,0,366.382
18/01/2011 2:00,14.5,72,1.388888889,1012.1,0,358.3896667
18/01/2011 2:30,14.9,73,2.222222222,1012.1,0,365.422
18/01/2011 3:00,15.1,68,3.055555556,1012.2,0,357.671
18/01/2011 3:30,15.1,65,3.055555556,1012.4,0,353.4933333
18/01/2011 4:00,14.3,68,3.055555556,1012.5,0,364.7773333
18/01/2011 4:30,13.9,69,2.222222222,1012.5,0,359.8906667
18/01/2011 5:00,13.7,69,2.222222222,1012.6,2.488666667,356.08
18/01/2011 5:30,12.9,74,2.222222222,1012.7,33.28,324.7153333
18/01/2011 6:00,14.3,73,2.5,1012.6,126.2806667,318.7906667
18/01/2011 6:30,16.2,62,2.5,1013.1,175.1986667,341.943
18/01/2011 7:00,17,57,2.5,1013.5,349.9453333,316.241
18/01/2011 7:30,18,56,1.388888889,1013.4,470.192,307.9863333
18/01/2011 8:00,18.3,51,3.055555556,1013.2,579.8633333,309.397
18/01/2011 8:30,19,51,2.222222222,1013.1,682.774,312.829
18/01/2011 9:00,19.9,49,3.055555556,1013,776.2683333,316.384
18/01/2011 9:30,20.1,46,2.222222222,1012.9,864.2146667,316.4423333
18/01/2011 10:00,21.9,40,1.388888889,1012.5,938.8886667,316.746
18/01/2011 10:30,21.8,38,2.5,1012,999.103,317.8353333
18/01/2011 11:00,23.1,38,3.055555556,1011.7,1040.041333,320.6156667
18/01/2011 11:30,23.5,35,3.611111111,1011.5,1068.771333,322.8683333
18/01/2011 12:00,23.3,44,7.222222222,1011.4,1086.065667,324.2033333
18/01/2011 12:30,22.7,45,6.111111111,1011.2,1082.275333,325.8533333
18/01/2011 13:00,23.7,44,6.111111111,1010.6,1053.204667,328.9626667
18/01/2011 13:30,23.8,46,6.111111111,1010.5,1002.424333,331.814
18/01/2011 14:00,24,45,6.111111111,1010.3,970.9156667,333.5273333
18/01/2011 14:30,24.4,47,6.111111111,1009.9,905.3506667,335.598
18/01/2011 15:00,25,45,5,1009.6,828.0233333,338.1366667
18/01/2011 15:30,25.1,45,5.833333333,1009.2,732.539,341.3716667
18/01/2011 16:00,25.2,42,5.833333333,1008.9,613.7526667,348.3176667
18/01/2011 16:30,25.5,41,5,1008.7,533.463,349.469
18/01/2011 17:00,25.8,42,5.833333333,1008.5,436.6686667,344.4506667
18/01/2011 17:30,26.7,37,3.611111111,1008.4,327.151,339.179
18/01/2011 18:00,25.1,38,6.666666667,1008.6,217.062,332.8526667
18/01/2011 18:30,23.5,42,6.666666667,1009.2,108.2864286,325.6610714
18/01/2011 19:00,21.7,47,6.666666667,1009.7,31.36266667,321.9803333
18/01/2011 19:30,19.9,52,6.111111111,1010.2,3.202666667,318.4126667
18/01/2011 20:00,18.9,56,5.833333333,1010.6,0.071333333,313.576
18/01/2011 20:30,17.8,59,4.166666667,1011,0,309.5953333
18/01/2011 21:00,17.3,62,4.166666667,1011.2,0,307.082
18/01/2011 21:30,16.6,64,3.611111111,1011.6,0,306.2286667
18/01/2011 22:00,16,67,3.611111111,1011.6,0,305.3083333
18/01/2011 22:30,15.6,67,3.055555556,1011.6,0,304.8236667
18/01/2011 23:00,15.8,67,4.166666667,1011.5,0,304.7556667
18/01/2011 23:30,15.4,68,2.5,1011.5,0,304.1293333
19/01/2011 0:00,15,71,3.055555556,1011.6,0,303.9723333
19/01/2011 0:30,15.1,70,4.166666667,1011.7,0,303.8023333
19/01/2011 1:00,14.5,72,3.055555556,1011.6,0,303.3996667
19/01/2011 1:30,14.3,72,2.5,1011.5,0,303.0983333
19/01/2011 2:00,14.6,72,1.111111111,1011.2,0,302.8793333
19/01/2011 2:30,14.3,72,2.5,1011.2,0,303.0336667
19/01/2011 3:00,14.3,72,2.222222222,1011.1,0,302.7933333
19/01/2011 3:30,14.1,72,2.222222222,1011,0,302.1113333
19/01/2011 4:00,13.8,72,2.5,1011.1,0,301.2303333
19/01/2011 4:30,14,74,3.055555556,1011.2,0,299.203
19/01/2011 5:00,14.1,74,1.388888889,1011.6,2.548333333,298.3426667
19/01/2011 5:30,14,73,1.388888889,1011.7,38.46433333,298.4573333
19/01/2011 6:00,15.1,70,1.388888889,1012.1,127.817,300.8516667
19/01/2011 6:30,16.2,64,2.222222222,1012.4,236.4186667,304.4526667
19/01/2011 7:00,17.5,61,2.5,1012.7,348.661,309.115
19/01/2011 7:30,18.1,54,2.5,1012.7,460.8493333,312.7803333
19/01/2011 8:00,20,52,2.222222222,1012.8,569.6456667,316.0116667
19/01/2011 8:30,20.4,49,2.222222222,1012.9,675.0786667,318.9553333
19/01/2011 9:00,20.9,45,1.388888889,1012.7,772.0166667,320.1273333
19/01/2011 9:30,22.3,43,1.388888889,1012.5,857.7006667,320.7006667
19/01/2011 10:00,23.6,40,2.222222222,1012.5,930.0133333,322.244
19/01/2011 10:30,24.3,39,1.111111111,1012.3,987.7013333,324.7753333
19/01/2011 11:00,24.7,37,3.055555556,1012.1,1033.856,327.306
19/01/2011 11:30,25.1,40,4.166666667,1012,1067.905333,326.8213333
19/01/2011 12:00,26,37,5.833333333,1011.7,1084.740333,327.48
19/01/2011 12:30,26.6,38,6.111111111,1011.3,1079.132,330.5596667
19/01/2011 13:00,27.3,32,4.722222222,1011,1059.981667,332.509
19/01/2011 13:30,27.8,30,5.833333333,1010.6,1026.514667,334.2353333
19/01/2011 14:00,27.7,31,5.833333333,1010.4,978.918,334.631
19/01/2011 14:30,28,32,5.833333333,1010.1,916.2803333,335.297
19/01/2011 15:00,28.3,33,5,1009.7,841.2516667,336.8173333
19/01/2011 15:30,27.5,34,6.111111111,1009.7,754.3153333,337.0196667
19/01/2011 16:00,27.9,34,5.833333333,1009.4,657.3966667,337.4663333
19/01/2011 16:30,27.2,35,5,1009.3,553.1193333,339.583
19/01/2011 17:00,27.5,35,5,1009.2,438.544,348.6123333
19/01/2011 17:30,26.9,38,4.722222222,1009.3,325.968,356.4783333
19/01/2011 18:00,27.1,39,3.611111111,1009.3,219.1206667,351.367
19/01/2011 18:30,26.4,36,6.666666667,1009.5,113.648,345.977
19/01/2011 19:00,24.7,41,7.222222222,1009.8,32.318,339.0636667
19/01/2011 19:30,23.3,45,5.833333333,1009.9,2.993,333.769
19/01/2011 20:00,22.4,46,5.833333333,1010,0,331.7966667
19/01/2011 20:30,21.9,48,7.222222222,1010,0,330.6056667
19/01/2011 21:00,21.5,50,7.222222222,1010.1,0,329.454
19/01/2011 21:30,21,51,7.222222222,1010.3,0,329.1273333
19/01/2011 22:00,21.2,50,7.222222222,1010.3,0,329.402
19/01/2011 22:30,20.9,51,6.666666667,1010.2,0,328.8813333
19/01/2011 23:00,21,50,6.111111111,1010,0,328.9786667
19/01/2011 23:30,21.1,48,5.833333333,1009.6,0,328.0166667
20/01/2011 0:00,21.3,47,5.833333333,1009.5,0,327.6486667
20/01/2011 0:30,21.4,46,5.833333333,1009.2,0,324.937
20/01/2011 1:00,21.4,45,5,1009,0,324.7296667
20/01/2011 1:30,21.2,46,5,1008.6,0,323.3723333
20/01/2011 2:00,21.1,45,4.722222222,1008.3,0,321.6486667
20/01/2011 2:30,20.4,46,2.5,1008.1,0,319.8573333
20/01/2011 3:00,21.4,43,5,1007.5,0,320.7603333
20/01/2011 3:30,21,43,4.722222222,1007.7,0,320.7403333
20/01/2011 4:00,20.3,45,3.055555556,1007.9,0,319.843
20/01/2011 4:30,20.3,46,3.055555556,1007.9,0,318.7373333
20/01/2011 5:00,20.8,43,3.611111111,1008,2.427666667,319.8686667
20/01/2011 5:30,20.7,43,2.5,1008.3,38.06933333,318.5223333
20/01/2011 6:00,21.1,46,3.055555556,1008.6,123.187,320.4356667
20/01/2011 6:30,23.5,37,3.611111111,1008.7,230.847,326.2413333
20/01/2011 7:00,25,33,3.055555556,1008.8,343.019,334.313
20/01/2011 7:30,26.3,30,4.722222222,1008.8,457.1233333,341.6613333
20/01/2011 8:00,27.2,29,6.111111111,1008.9,566.1386667,346.596
20/01/2011 8:30,28.5,30,5.833333333,1008.7,671.0833333,353.296
20/01/2011 9:00,28.9,27,5.833333333,1008.4,771.7483333,356.1316667
20/01/2011 9:30,31,25,4.722222222,1008.3,855.8483333,361.3316667
20/01/2011 10:00,31.4,23,6.111111111,1008.1,929.1106667,365.363
20/01/2011 10:30,32.3,23,5.833333333,1007.9,988.545,369.5183333
20/01/2011 11:00,33.1,22,5.833333333,1007.5,1035.700667,372.504
20/01/2011 11:30,33.9,19,4.722222222,1007,1072.411667,368.114
20/01/2011 12:00,33.6,21,6.111111111,1006.8,1083.294,371.3376667
20/01/2011 12:30,33.6,22,5.833333333,1006.6,1084.101,374.1803333
20/01/2011 13:00,34.3,21,6.111111111,1006.4,1068.014667,375.174
20/01/2011 13:30,35.1,18,6.666666667,1005.9,1030.629667,376.888
20/01/2011 14:00,35.3,16,5.833333333,1005.6,982.6396667,376.361
20/01/2011 14:30,35.7,17,5.833333333,1005.3,922.161,376.612
20/01/2011 15:00,36,14,5.833333333,1005,847.5866667,377.8173333
20/01/2011 15:30,35.7,15,5.833333333,1004.6,760.5836667,378.4513333
20/01/2011 16:00,35.6,12,4.166666667,1004.4,664.534,379.0923333
20/01/2011 16:30,36.2,13,4.722222222,1004.1,562.2443333,376.4333333
20/01/2011 17:00,35.9,12,4.166666667,1003.9,449.3073333,376.6393333
20/01/2011 17:30,35.9,12,3.055555556,1003.8,336.904,378.1603333
20/01/2011 18:00,36.1,11,1.111111111,1003.6,185.8256667,375.6066667
20/01/2011 18:30,34.5,13,0,1003.4,59.205,380.631
20/01/2011 19:00,32.3,15,0,1003.6,18.74933333,388.0956667
20/01/2011 19:30,29.8,21,3.055555556,1003.7,1.315333333,380.5206667
20/01/2011 20:00,27.3,25,3.611111111,1003.7,0,371.921
20/01/2011 20:30,26.8,27,2.222222222,1004,0,383.4946667
20/01/2011 21:00,26.5,31,3.055555556,1004.1,0,388.869
20/01/2011 21:30,27,27,3.611111111,1004,0,397.6956667
20/01/2011 22:00,26.8,27,3.611111111,1003.8,0,399.1723333
20/01/2011 22:30,29.4,19,5.833333333,1003.4,0,396.3273333
20/01/2011 23:00,29.6,19,6.111111111,1003.3,0,383.0566667
20/01/2011 23:30,29.5,19,4.722222222,1003.6,0,365.34
21/01/2011 0:00,27.6,30,6.666666667,1004.4,0,380.525
21/01/2011 0:30,25.9,28,2.5,1004.3,0,368.9583333
21/01/2011 1:00,24.8,33,4.722222222,1003.9,0,385.9673333
21/01/2011 1:30,25.5,29,3.055555556,1003.5,0,387.019
21/01/2011 2:00,26.6,25,5,1003.6,0,370.047
21/01/2011 2:30,26.4,26,5.833333333,1003.6,0,359.361
21/01/2011 3:00,25,28,4.722222222,1003.8,0,358.5616667
21/01/2011 3:30,22.7,37,3.611111111,1004.1,0,355.4876667
21/01/2011 4:00,22.9,45,4.722222222,1005.1,0,351.8976667
21/01/2011 4:30,20.9,54,4.166666667,1005.1,0,350.1413333
21/01/2011 5:00,20.6,52,2.5,1005.2,0.956,350.3816667
21/01/2011 5:30,20,58,3.611111111,1006.2,37.35833333,352.3203333
21/01/2011 6:00,21.7,52,2.222222222,1006.8,103.1926667,347.832
21/01/2011 6:30,22.7,49,2.5,1007.4,217.0066667,348.61
21/01/2011 7:00,24.3,45,2.222222222,1008.5,323.389,350.029
21/01/2011 7:30,23.7,56,7.222222222,1009,440.7283333,351.5283333
21/01/2011 8:00,24.4,53,5.833333333,1009.8,548.1826667,354.5353333
21/01/2011 8:30,25.4,50,4.722222222,1010,650.7183333,356.933
21/01/2011 9:00,26.3,47,3.611111111,1010.5,745.3656667,357.6966667
21/01/2011 9:30,26.2,44,4.722222222,1010.3,831.3396667,357.84
21/01/2011 10:00,26.7,44,4.722222222,1010.6,900.9013333,358.992
21/01/2011 10:30,27,43,4.722222222,1010.9,964.1773333,358.675
21/01/2011 11:00,27.1,42,5,1011,1011.959,359.751
21/01/2011 11:30,27.2,43,5.833333333,1011,1053.251333,361.8246667
21/01/2011 12:00,27.6,40,5,1011.1,1053.206,362.9573333
21/01/2011 12:30,28.5,40,4.166666667,1010.8,1050.776667,364.9126667
21/01/2011 13:00,28.7,36,5,1010.5,1038.118667,366.193
21/01/2011 13:30,29.3,35,4.722222222,1010.2,1009.023,364.0643333
21/01/2011 14:00,29.7,32,5,1010,963.2066667,362.046
21/01/2011 14:30,29.7,32,5,1009.8,902.3013333,360.8683333
21/01/2011 15:00,29.6,32,5,1010,828.5033333,358.925
21/01/2011 15:30,29.8,32,3.611111111,1010.1,742.61,357.4573333
21/01/2011 16:00,29.7,33,3.611111111,1010.3,645.4386667,355.9053333
21/01/2011 16:30,28.6,33,6.111111111,1010.3,544.445,350.9893333
21/01/2011 17:00,27.4,37,6.666666667,1010.4,434.2303333,347.8753333
21/01/2011 17:30,26.2,40,7.222222222,1010.9,322.1176667,342.999
21/01/2011 18:00,25.1,44,6.666666667,1011.5,210.37,338.1323333
21/01/2011 18:30,23.3,49,8.333333333,1011.9,105.229,335.7136667
21/01/2011 19:00,22.1,52,8.333333333,1012.2,27.72566667,332.9983333
21/01/2011 19:30,21.1,55,4.722222222,1012.7,2.762666667,328.8803333
21/01/2011 20:00,20.4,58,3.055555556,1012.9,0,326.0523333
21/01/2011 20:30,19.8,60,3.611111111,1012.9,0,324.7216667
21/01/2011 21:00,19.4,61,3.611111111,1012.8,0,324.517
21/01/2011 21:30,19.6,60,3.611111111,1013.1,0,326.912
21/01/2011 22:00,19.1,62,3.055555556,1013.6,0,331.7706667
21/01/2011 22:30,18.2,66,2.5,1013.4,0,330.6716667
21/01/2011 23:00,18.9,64,4.166666667,1013.2,0,328.0353333
21/01/2011 23:30,18.9,65,5.833333333,1013,0,328.7766667
22/01/2011 0:00,18.9,66,7.777777778,1012.7,0,328.81
22/01/2011 0:30,18.6,67,7.222222222,1012.5,0,329.4056667
22/01/2011 1:00,18.4,69,6.111111111,1012.5,0,331.2713333
22/01/2011 1:30,18.4,69,7.222222222,1012.3,0,331.6876667
22/01/2011 2:00,18.3,68,7.777777778,1012.1,0,331.4886667
22/01/2011 2:30,18.1,69,6.111111111,1012.2,0,331.6156667
22/01/2011 3:00,17.6,71,5,1012.4,0,331.7406667
22/01/2011 3:30,17.5,71,4.166666667,1012.4,0,331.3853333
22/01/2011 4:00,17.3,71,4.722222222,1012.4,0,330.4356667
22/01/2011 4:30,17,71,4.722222222,1012.7,0,329.779
22/01/2011 5:00,16.7,68,4.166666667,1013,1.916,330.3366667
22/01/2011 5:30,16.4,68,3.611111111,1013,31.09233333,328.936
22/01/2011 6:00,17.2,63,3.055555556,1013.5,112.049,328.6623333
22/01/2011 6:30,18.3,59,5,1013.5,215.9853333,333.255
22/01/2011 7:00,19.6,54,4.166666667,1013.8,329.2563333,334.6926667
22/01/2011 7:30,20.7,50,3.611111111,1014.1,439.9743333,337.2203333
22/01/2011 8:00,21.7,46,2.222222222,1014.4,549.2376667,341.2083333
22/01/2011 8:30,22.6,44,2.5,1014.4,651.7036667,345.719
22/01/2011 9:00,24.1,37,2.222222222,1013.9,744.6166667,351.6453333
22/01/2011 9:30,25.3,35,2.5,1013.5,827.0346667,356.7336667
22/01/2011 10:00,26.4,34,2.5,1013.4,899.6236667,360.6783333
22/01/2011 10:30,27.5,32,2.5,1013.2,957.5373333,364.8256667
22/01/2011 11:00,28.4,32,2.5,1012.8,1004.678,368.4973333
22/01/2011 11:30,29,32,3.055555556,1012.5,1038.752,371.6813333
22/01/2011 12:00,29.7,30,3.055555556,1012.2,1056.967,371.952
22/01/2011 12:30,30.5,29,5,1012,1054.882667,372.2156667
22/01/2011 13:00,31,31,5,1011.7,1038.785667,369.3446667
22/01/2011 13:30,31.3,31,6.666666667,1011.5,1005.113,368.1806667
22/01/2011 14:00,32.2,31,6.111111111,1011.1,956.929,371.4883333
22/01/2011 14:30,31.9,29,6.666666667,1010.9,895.3673333,376.1096667
22/01/2011 15:00,31.8,30,6.111111111,1010.7,823.446,374.7843333
22/01/2011 15:30,31.9,30,5,1010.4,738.8296667,372.5376667
22/01/2011 16:00,31.5,30,6.111111111,1010.4,644.622,369.6066667
22/01/2011 16:30,30.8,32,6.111111111,1010.3,542.446,366.0793333
22/01/2011 17:00,30.3,32,5.833333333,1010.4,435.0806667,362.2866667
22/01/2011 17:30,30.1,32,5,1010.4,325.5203333,357.025
22/01/2011 18:00,28.9,34,5.833333333,1010.6,216.7363333,350.463
22/01/2011 18:30,27.3,34,5.833333333,1010.9,111.8706667,343.1733333
22/01/2011 19:00,25.6,35,6.666666667,1010.9,30.41366667,335.7496667
22/01/2011 19:30,24.1,36,5,1011.2,3.191666667,328.1963333
22/01/2011 20:00,22.7,39,6.111111111,1011.3,0.045666667,322.6513333
22/01/2011 20:30,21.7,41,6.111111111,1011.3,0,318.8276667
22/01/2011 21:00,21.1,39,3.055555556,1011.6,0,315.202
22/01/2011 21:30,20,43,1.388888889,1011.7,0,312.88
22/01/2011 22:00,19.9,43,2.5,1011.5,0,312.7743333
22/01/2011 22:30,18.8,49,2.5,1011.5,0,310.87
22/01/2011 23:00,18.8,51,2.222222222,1011.6,0,309.1563333
22/01/2011 23:30,17.7,53,2.5,1011.7,0,308.377
23/01/2011 0:00,18.2,49,3.611111111,1011.3,0,306.4546667
23/01/2011 0:30,17.5,50,1.388888889,1011,0,303.6216667
23/01/2011 1:00,16.3,56,0,1010.8,0,303.61
23/01/2011 1:30,16.1,60,0,1010.6,0,302.4846667
23/01/2011 2:00,15.5,63,0,1010.1,0,303.8613333
23/01/2011 2:30,14.6,67,0,1010.2,0,303.581
23/01/2011 3:00,15.1,64,1.388888889,1010.2,0,303.0303333
23/01/2011 3:30,14.6,63,1.388888889,1010.4,0,301.106
23/01/2011 4:00,13.9,69,3.055555556,1010.4,0,300.4803333
23/01/2011 4:30,14,70,2.222222222,1010.3,0,301.5286667
23/01/2011 5:00,14.1,68,1.388888889,1010.2,1.547333333,302.02
23/01/2011 5:30,13.2,73,0,1010.2,31.14933333,302.7973333
23/01/2011 6:00,14.9,72,0.555555556,1010.4,116.9066667,306.751
23/01/2011 6:30,17.9,65,2.5,1010.3,225.757,312.113
23/01/2011 7:00,19.8,55,2.222222222,1010.4,342.9103333,318.2043333
23/01/2011 7:30,20.7,53,2.222222222,1010.3,460.2896667,323.25
23/01/2011 8:00,22,49,1.388888889,1010.3,574.0393333,326.038
23/01/2011 8:30,23.3,45,1.388888889,1010,681.354,326.982
23/01/2011 9:00,24.6,42,2.5,1009.8,778.7866667,327.9453333
23/01/2011 9:30,26,39,3.611111111,1009.6,863.5706667,330.02
23/01/2011 10:00,27.1,32,3.611111111,1009.2,938.0793333,332.1963333
23/01/2011 10:30,28.3,33,4.166666667,1009.1,999.3723333,335.0416667
23/01/2011 11:00,29,32,4.166666667,1008.7,1049.257667,336.607
23/01/2011 11:30,29.7,29,3.055555556,1007.9,1081.503667,338.9823333
23/01/2011 12:00,30.4,29,3.055555556,1007.4,1095.082667,340.2473333
23/01/2011 12:30,30.5,26,4.166666667,1007.1,1093.672,339.8546667
23/01/2011 13:00,31,27,6.666666667,1007.2,1079.77,337.7356667
23/01/2011 13:30,31,27,4.722222222,1006.4,1040.289333,336.4436667
23/01/2011 14:00,31.8,24,5,1006,981.0573333,339.711
23/01/2011 14:30,30.9,29,7.222222222,1005.8,909.957,338.0013333
23/01/2011 15:00,30.7,30,7.222222222,1005.9,859.4336667,336.838
23/01/2011 15:30,30.4,23,4.722222222,1005.5,746.641,338.4683333
23/01/2011 16:00,30.5,25,5.833333333,1005.1,651.3556667,336.789
23/01/2011 16:30,29.9,27,5.833333333,1005.1,531.147,334.121
23/01/2011 17:00,28.9,28,5.833333333,1005,387.137,347.9066667
23/01/2011 17:30,26.6,29,6.111111111,1005.1,219.354,359.811
23/01/2011 18:00,26.1,28,4.722222222,1005.4,93.51066667,368.6573333
23/01/2011 18:30,25.7,25,2.5,1005.2,64.474,366.2293333
23/01/2011 19:00,25.5,20,4.722222222,1005.9,15.22633333,348.9113333
23/01/2011 19:30,23.9,22,5,1006.4,2.112333333,361.259
23/01/2011 20:00,23.2,44,5,1006.5,0,375.3386667
23/01/2011 20:30,22.3,63,4.722222222,1006.6,0,377.2346667
23/01/2011 21:00,22.2,63,4.166666667,1007,0,381.363
23/01/2011 21:30,22.1,58,3.611111111,1006.2,0,388.4946667
23/01/2011 22:00,22,63,4.166666667,1006.3,0,388.5316667
23/01/2011 22:30,21.8,67,5,1007.3,0,388.1703333
23/01/2011 23:00,21.7,66,3.611111111,1006.1,0,382.3933333
23/01/2011 23:30,21.7,67,3.611111111,1006.6,0,362.1063333
24/01/2011 0:00,21.3,61,0.555555556,1006.2,0,365.4896667
24/01/2011 0:30,20.8,66,2.222222222,1006,0,370.2783333
24/01/2011 1:00,20.5,71,2.5,1005.9,0,377.0226667
24/01/2011 1:30,21.4,52,3.611111111,1005.5,0,364.3136667
24/01/2011 2:00,21,45,4.166666667,1005.6,0,364.6296667
24/01/2011 2:30,20.1,42,3.055555556,1005.7,0,366.6196667
24/01/2011 3:00,20.7,36,3.611111111,1005.5,0,388.702
24/01/2011 3:30,20.9,36,2.5,1005.4,0,372.0156667
24/01/2011 4:00,20.4,38,3.055555556,1005.4,0,375.7003333
24/01/2011 4:30,20.2,43,3.611111111,1005.9,0,377.433
24/01/2011 5:00,19.5,49,2.222222222,1005.7,1.583333333,372.606
24/01/2011 5:30,19.2,53,3.055555556,1006.1,24.874,368.039
24/01/2011 6:00,20.2,57,3.611111111,1006.5,74.33033333,364.34
24/01/2011 6:30,21.1,56,2.5,1006.7,130.6376667,367.8636667
24/01/2011 7:00,21.1,55,5,1007.3,226.5626667,371.2846667
24/01/2011 7:30,21.5,46,5.833333333,1007.7,140.9563333,399.3323333
24/01/2011 8:00,22.1,46,5.833333333,1008.1,174.1233333,400.2133333
24/01/2011 8:30,21.9,54,4.166666667,1008.1,181.665,401.4863333
24/01/2011 9:00,22.8,55,4.166666667,1008.2,409.2226667,397.4643333
24/01/2011 9:30,22.6,56,4.166666667,1007.9,329.827,400.911
24/01/2011 10:00,23.6,55,5,1008,579.175,395.0483333
24/01/2011 10:30,24.3,52,3.611111111,1007.7,617.2416667,400.92
24/01/2011 11:00,24.8,52,3.611111111,1007.3,400.2836667,404.9416667
24/01/2011 11:30,25.8,52,4.722222222,1007.1,743.4933333,388.6446667
24/01/2011 12:00,26.4,49,4.166666667,1006.8,751.7093333,377.9226667
24/01/2011 12:30,25.4,48,6.666666667,1006.6,1015.795667,359.387
24/01/2011 13:00,25.2,50,4.166666667,1006.6,1100.828333,362.5323333
24/01/2011 13:30,26.8,46,6.111111111,1006.4,1027.294667,352.9253333
24/01/2011 14:00,25.9,45,4.166666667,1006.4,950.946,348.8923333
24/01/2011 14:30,27.3,40,6.111111111,1006.3,821.9173333,354.664
24/01/2011 15:00,25.9,46,6.666666667,1006,810.7536667,354.755
24/01/2011 15:30,25.4,45,6.111111111,1005.9,490.388,372.9553333
24/01/2011 16:00,27.1,43,5.833333333,1005.7,643.6816667,349.2186667
24/01/2011 16:30,25.6,45,5,1005.6,547.9443333,341.6126667
24/01/2011 17:00,25.9,46,5,1005.4,400.402,339.5486667
24/01/2011 17:30,24.6,49,5,1005.7,320.5913333,338.4336667
24/01/2011 18:00,23.9,49,5,1005.6,207.3946667,338.5713333
24/01/2011 18:30,23.5,51,4.166666667,1005.8,104.502,339.5666667
24/01/2011 19:00,22.5,54,4.722222222,1006.3,25.01566667,340.9236667
24/01/2011 19:30,21,58,3.055555556,1006.5,0.86,341.6303333
24/01/2011 20:00,20.8,58,3.611111111,1007,0,342.183
24/01/2011 20:30,20.4,62,3.611111111,1007.3,0,338.386
24/01/2011 21:00,19.6,65,0,1007.6,0,334.3903333
24/01/2011 21:30,19.2,65,0.555555556,1007.7,0,339.4083333
24/01/2011 22:00,19,63,3.611111111,1007.7,0,344.479
24/01/2011 22:30,18.6,64,3.055555556,1007.6,0,361.933
